#Insert size (bp)	insert size
148.0	13049.0
149.0	9870.0
150.0	22541.0
151.0	17287.0
152.0	19771.0
153.0	20212.0
154.0	21222.0
155.0	21964.0
156.0	22763.0
157.0	23906.0
158.0	25212.0
159.0	26372.0
160.0	27792.0
161.0	29276.0
162.0	30247.0
163.0	31676.0
164.0	33592.0
165.0	35170.0
166.0	37226.0
167.0	39318.0
168.0	41639.0
169.0	44306.0
170.0	46843.0
171.0	48881.0
172.0	50775.0
173.0	51531.0
174.0	52180.0
175.0	52111.0
176.0	51320.0
177.0	50664.0
178.0	49053.0
179.0	48538.0
180.0	47007.0
181.0	45538.0
182.0	44192.0
183.0	41924.0
184.0	39865.0
185.0	37628.0
186.0	35569.0
187.0	33136.0
188.0	31291.0
189.0	29627.0
190.0	27887.0
191.0	26069.0
192.0	25031.0
193.0	23451.0
194.0	22383.0
195.0	20871.0
196.0	19538.0
197.0	18439.0
198.0	17596.0
199.0	16864.0
200.0	15766.0
201.0	14849.0
202.0	14157.0
203.0	13426.0
204.0	12901.0
205.0	12017.0
206.0	11840.0
207.0	11161.0
208.0	10810.0
209.0	10302.0
210.0	9754.0
211.0	9530.0
212.0	9077.0
213.0	8720.0
214.0	8511.0
215.0	7890.0
216.0	7591.0
217.0	7255.0
218.0	7078.0
219.0	6747.0
220.0	6479.0
221.0	6081.0
222.0	6031.0
223.0	5586.0
224.0	5591.0
225.0	5357.0
226.0	5083.0
227.0	4924.0
228.0	4763.0
229.0	4647.0
230.0	4543.0
231.0	4318.0
232.0	4217.0
233.0	4126.0
234.0	4052.0
235.0	3810.0
236.0	3800.0
237.0	3712.0
238.0	3650.0
239.0	3574.0
240.0	3444.0
241.0	3436.0
242.0	3372.0
243.0	3178.0
244.0	3184.0
245.0	3094.0
246.0	3201.0
247.0	3079.0
248.0	2976.0
249.0	2923.0
250.0	3025.0
251.0	2932.0
252.0	2978.0
253.0	2908.0
254.0	2825.0
255.0	2776.0
256.0	2831.0
257.0	2742.0
258.0	2731.0
259.0	2773.0
260.0	2668.0
261.0	2738.0
262.0	2560.0
263.0	2641.0
264.0	2622.0
265.0	2541.0
266.0	2605.0
267.0	2402.0
268.0	2439.0
269.0	2384.0
270.0	2468.0
271.0	2449.0
272.0	2361.0
273.0	2316.0
274.0	2337.0
275.0	2499.0
276.0	2380.0
277.0	2508.0
278.0	2355.0
279.0	2403.0
280.0	2386.0
281.0	2461.0
282.0	2388.0
283.0	2378.0
284.0	2390.0
285.0	2355.0
286.0	2383.0
287.0	2380.0
288.0	2442.0
289.0	2474.0
290.0	2408.0
291.0	2458.0
292.0	2451.0
293.0	2564.0
294.0	2502.0
295.0	2455.0
296.0	2441.0
297.0	2694.0
298.0	2610.0
299.0	2642.0
300.0	2737.0
301.0	2753.0
302.0	2788.0
303.0	2867.0
304.0	2916.0
305.0	2967.0
306.0	2963.0
307.0	2960.0
308.0	3119.0
309.0	3016.0
310.0	3128.0
311.0	3106.0
312.0	3220.0
313.0	3223.0
314.0	3297.0
315.0	3183.0
316.0	3225.0
317.0	3400.0
318.0	3271.0
319.0	3282.0
320.0	3409.0
321.0	3338.0
322.0	3275.0
323.0	3317.0
324.0	3233.0
325.0	3213.0
326.0	3069.0
327.0	3164.0
328.0	3121.0
329.0	3203.0
330.0	3043.0
331.0	3009.0
332.0	3030.0
333.0	3016.0
334.0	2955.0
335.0	2922.0
336.0	2817.0
337.0	2846.0
338.0	2684.0
339.0	2720.0
340.0	2733.0
341.0	2618.0
342.0	2551.0
343.0	2479.0
344.0	2496.0
345.0	2407.0
346.0	2388.0
347.0	2392.0
348.0	2355.0
349.0	2275.0
350.0	2273.0
351.0	2218.0
352.0	2166.0
353.0	2112.0
354.0	2078.0
355.0	2062.0
356.0	2052.0
357.0	2004.0
358.0	1972.0
359.0	1879.0
360.0	1920.0
361.0	1836.0
362.0	1782.0
363.0	1692.0
364.0	1647.0
365.0	1691.0
366.0	1666.0
367.0	1562.0
368.0	1636.0
369.0	1454.0
370.0	1478.0
371.0	1436.0
372.0	1404.0
373.0	1374.0
374.0	1299.0
375.0	1311.0
376.0	1268.0
377.0	1206.0
378.0	1157.0
379.0	1184.0
380.0	1096.0
381.0	1090.0
382.0	1068.0
383.0	1005.0
384.0	974.0
385.0	911.0
386.0	925.0
387.0	932.0
388.0	879.0
389.0	826.0
390.0	821.0
391.0	807.0
392.0	782.0
393.0	673.0
394.0	699.0
395.0	637.0
396.0	680.0
397.0	597.0
398.0	600.0
399.0	651.0
400.0	592.0
401.0	545.0
402.0	567.0
403.0	545.0
404.0	521.0
405.0	486.0
406.0	462.0
407.0	482.0
408.0	452.0
